==========fillrandom]keysize=32,valuesize=512===========50,3.43
75,3.90
99,6.08
99.1,6.72
99.2,7.36
99.3,8.00
99.4,8.64
99.5,9.29
99.6,9.93
99.7,16.12
99.8,18.64
99.9,21.17
99.91,21.42
99.92,21.68
99.93,21.93
99.94,23.37
99.95,25.27
99.96,27.17
99.97,29.07
99.98,30.98
99.99,32.88
100,3191.00
